id,name,discount_amount,issue_start_time,issue_end_time,max_quantity,issued_quantity,expiry_days,created_at,updated_at
462,Coupon00462,6846,2025-01-01 00:00:00,2025-12-31 23:59:59,4282,2702,13,2025-06-06 01:20:06,2025-06-06 01:20:06
463,Coupon00463,7618,2025-01-01 00:00:00,2025-12-31 23:59:59,6370,3067,83,2025-06-06 01:20:06,2025-06-06 01:20:06
464,Coupon00464,8922,2025-01-01 00:00:00,2025-12-31 23:59:59,6087,5274,22,2025-06-06 01:20:06,2025-06-06 01:20:06
465,Coupon00465,6411,2025-01-01 00:00:00,2025-12-31 23:59:59,1175,1138,55,2025-06-06 01:20:06,2025-06-06 01:20:06
466,Coupon00466,1920,2025-01-01 00:00:00,2025-12-31 23:59:59,7163,91,35,2025-06-06 01:20:06,2025-06-06 01:20:06
467,Coupon00467,9681,2025-01-01 00:00:00,2025-12-31 23:59:59,2249,753,27,2025-06-06 01:20:06,2025-06-06 01:20:06
468,Coupon00468,3401,2025-01-01 00:00:00,2025-12-31 23:59:59,5569,1629,20,2025-06-06 01:20:06,2025-06-06 01:20:06
469,Coupon00469,5100,2025-01-01 00:00:00,2025-12-31 23:59:59,4218,4093,54,2025-06-06 01:20:06,2025-06-06 01:20:06
470,Coupon00470,6843,2025-01-01 00:00:00,2025-12-31 23:59:59,6764,2269,33,2025-06-06 01:20:06,2025-06-06 01:20:06
471,Coupon00471,6885,2025-01-01 00:00:00,2025-12-31 23:59:59,9280,9252,73,2025-06-06 01:20:06,2025-06-06 01:20:06
472,Coupon00472,7656,2025-01-01 00:00:00,2025-12-31 23:59:59,2287,329,45,2025-06-06 01:20:06,2025-06-06 01:20:06
473,Coupon00473,5335,2025-01-01 00:00:00,2025-12-31 23:59:59,5395,44,71,2025-06-06 01:20:06,2025-06-06 01:20:06
474,Coupon00474,2541,2025-01-01 00:00:00,2025-12-31 23:59:59,7712,1277,59,2025-06-06 01:20:06,2025-06-06 01:20:06
475,Coupon00475,9553,2025-01-01 00:00:00,2025-12-31 23:59:59,1521,544,21,2025-06-06 01:20:06,2025-06-06 01:20:06
476,Coupon00476,6396,2025-01-01 00:00:00,2025-12-31 23:59:59,8295,1822,33,2025-06-06 01:20:06,2025-06-06 01:20:06
477,Coupon00477,1576,2025-01-01 00:00:00,2025-12-31 23:59:59,2646,2463,82,2025-06-06 01:20:06,2025-06-06 01:20:06
478,Coupon00478,6713,2025-01-01 00:00:00,2025-12-31 23:59:59,3284,650,74,2025-06-06 01:20:06,2025-06-06 01:20:06
479,Coupon00479,5354,2025-01-01 00:00:00,2025-12-31 23:59:59,6943,3525,27,2025-06-06 01:20:06,2025-06-06 01:20:06
480,Coupon00480,6647,2025-01-01 00:00:00,2025-12-31 23:59:59,1716,571,78,2025-06-06 01:20:06,2025-06-06 01:20:06
481,Coupon00481,8116,2025-01-01 00:00:00,2025-12-31 23:59:59,3351,974,61,2025-06-06 01:20:06,2025-06-06 01:20:06
482,Coupon00482,7041,2025-01-01 00:00:00,2025-12-31 23:59:59,6109,3540,70,2025-06-06 01:20:06,2025-06-06 01:20:06
483,Coupon00483,5385,2025-01-01 00:00:00,2025-12-31 23:59:59,1620,835,69,2025-06-06 01:20:06,2025-06-06 01:20:06
484,Coupon00484,3942,2025-01-01 00:00:00,2025-12-31 23:59:59,7973,3804,22,2025-06-06 01:20:06,2025-06-06 01:20:06
485,Coupon00485,6489,2025-01-01 00:00:00,2025-12-31 23:59:59,3052,155,75,2025-06-06 01:20:06,2025-06-06 01:20:06
486,Coupon00486,1603,2025-01-01 00:00:00,2025-12-31 23:59:59,9447,4961,45,2025-06-06 01:20:06,2025-06-06 01:20:06
487,Coupon00487,4833,2025-01-01 00:00:00,2025-12-31 23:59:59,6568,422,22,2025-06-06 01:20:06,2025-06-06 01:20:06
488,Coupon00488,4218,2025-01-01 00:00:00,2025-12-31 23:59:59,2648,2417,56,2025-06-06 01:20:06,2025-06-06 01:20:06
489,Coupon00489,2771,2025-01-01 00:00:00,2025-12-31 23:59:59,9680,6746,21,2025-06-06 01:20:06,2025-06-06 01:20:06
490,Coupon00490,9344,2025-01-01 00:00:00,2025-12-31 23:59:59,7044,4157,7,2025-06-06 01:20:06,2025-06-06 01:20:06
491,Coupon00491,7841,2025-01-01 00:00:00,2025-12-31 23:59:59,2621,475,31,2025-06-06 01:20:06,2025-06-06 01:20:06
492,Coupon00492,7927,2025-01-01 00:00:00,2025-12-31 23:59:59,6219,4376,69,2025-06-06 01:20:06,2025-06-06 01:20:06
493,Coupon00493,6773,2025-01-01 00:00:00,2025-12-31 23:59:59,6901,5391,35,2025-06-06 01:20:06,2025-06-06 01:20:06
494,Coupon00494,6699,2025-01-01 00:00:00,2025-12-31 23:59:59,9283,5925,43,2025-06-06 01:20:06,2025-06-06 01:20:06
495,Coupon00495,3552,2025-01-01 00:00:00,2025-12-31 23:59:59,4121,2288,49,2025-06-06 01:20:06,2025-06-06 01:20:06
496,Coupon00496,4775,2025-01-01 00:00:00,2025-12-31 23:59:59,5161,4889,34,2025-06-06 01:20:06,2025-06-06 01:20:06
497,Coupon00497,8751,2025-01-01 00:00:00,2025-12-31 23:59:59,2040,1814,23,2025-06-06 01:20:06,2025-06-06 01:20:06
498,Coupon00498,9664,2025-01-01 00:00:00,2025-12-31 23:59:59,9081,664,69,2025-06-06 01:20:06,2025-06-06 01:20:06
499,Coupon00499,1150,2025-01-01 00:00:00,2025-12-31 23:59:59,7534,6641,85,2025-06-06 01:20:06,2025-06-06 01:20:06
500,Coupon00500,7724,2025-01-01 00:00:00,2025-12-31 23:59:59,4066,3678,34,2025-06-06 01:20:06,2025-06-06 01:20:06
501,Coupon00501,4207,2025-01-01 00:00:00,2025-12-31 23:59:59,1813,1193,29,2025-06-06 01:20:06,2025-06-06 01:20:06
502,Coupon00502,9602,2025-01-01 00:00:00,2025-12-31 23:59:59,4020,678,47,2025-06-06 01:20:06,2025-06-06 01:20:06
503,Coupon00503,9649,2025-01-01 00:00:00,2025-12-31 23:59:59,6121,513,16,2025-06-06 01:20:06,2025-06-06 01:20:06
504,Coupon00504,4452,2025-01-01 00:00:00,2025-12-31 23:59:59,9213,6604,60,2025-06-06 01:20:06,2025-06-06 01:20:06
505,Coupon00505,8421,2025-01-01 00:00:00,2025-12-31 23:59:59,8072,6805,28,2025-06-06 01:20:06,2025-06-06 01:20:06
506,Coupon00506,5128,2025-01-01 00:00:00,2025-12-31 23:59:59,2182,1713,78,2025-06-06 01:20:06,2025-06-06 01:20:06
507,Coupon00507,9149,2025-01-01 00:00:00,2025-12-31 23:59:59,7003,3669,82,2025-06-06 01:20:06,2025-06-06 01:20:06
508,Coupon00508,6160,2025-01-01 00:00:00,2025-12-31 23:59:59,5535,602,14,2025-06-06 01:20:06,2025-06-06 01:20:06
509,Coupon00509,8067,2025-01-01 00:00:00,2025-12-31 23:59:59,4873,3191,32,2025-06-06 01:20:06,2025-06-06 01:20:06
510,Coupon00510,9234,2025-01-01 00:00:00,2025-12-31 23:59:59,7471,6000,59,2025-06-06 01:20:06,2025-06-06 01:20:06
511,Coupon00511,5451,2025-01-01 00:00:00,2025-12-31 23:59:59,1154,370,10,2025-06-06 01:20:06,2025-06-06 01:20:06
512,Coupon00512,9585,2025-01-01 00:00:00,2025-12-31 23:59:59,5688,2277,16,2025-06-06 01:20:06,2025-06-06 01:20:06
513,Coupon00513,5372,2025-01-01 00:00:00,2025-12-31 23:59:59,3149,2394,27,2025-06-06 01:20:06,2025-06-06 01:20:06
514,Coupon00514,1697,2025-01-01 00:00:00,2025-12-31 23:59:59,3519,3235,51,2025-06-06 01:20:06,2025-06-06 01:20:06
515,Coupon00515,5585,2025-01-01 00:00:00,2025-12-31 23:59:59,9447,5896,68,2025-06-06 01:20:06,2025-06-06 01:20:06
516,Coupon00516,7274,2025-01-01 00:00:00,2025-12-31 23:59:59,1235,1,58,2025-06-06 01:20:06,2025-06-06 01:20:06
517,Coupon00517,6902,2025-01-01 00:00:00,2025-12-31 23:59:59,7348,2797,86,2025-06-06 01:20:06,2025-06-06 01:20:06
518,Coupon00518,4495,2025-01-01 00:00:00,2025-12-31 23:59:59,1677,1017,67,2025-06-06 01:20:06,2025-06-06 01:20:06
519,Coupon00519,8327,2025-01-01 00:00:00,2025-12-31 23:59:59,8197,6518,36,2025-06-06 01:20:06,2025-06-06 01:20:06
520,Coupon00520,4345,2025-01-01 00:00:00,2025-12-31 23:59:59,1128,326,30,2025-06-06 01:20:06,2025-06-06 01:20:06
521,Coupon00521,2461,2025-01-01 00:00:00,2025-12-31 23:59:59,7666,7326,86,2025-06-06 01:20:06,2025-06-06 01:20:06
522,Coupon00522,2148,2025-01-01 00:00:00,2025-12-31 23:59:59,6033,3147,77,2025-06-06 01:20:06,2025-06-06 01:20:06
523,Coupon00523,8442,2025-01-01 00:00:00,2025-12-31 23:59:59,8122,2536,10,2025-06-06 01:20:06,2025-06-06 01:20:06
524,Coupon00524,3208,2025-01-01 00:00:00,2025-12-31 23:59:59,1546,730,15,2025-06-06 01:20:06,2025-06-06 01:20:06
525,Coupon00525,1979,2025-01-01 00:00:00,2025-12-31 23:59:59,6655,6483,78,2025-06-06 01:20:06,2025-06-06 01:20:06
526,Coupon00526,8134,2025-01-01 00:00:00,2025-12-31 23:59:59,9886,4189,73,2025-06-06 01:20:06,2025-06-06 01:20:06
527,Coupon00527,7743,2025-01-01 00:00:00,2025-12-31 23:59:59,5669,4639,81,2025-06-06 01:20:06,2025-06-06 01:20:06
528,Coupon00528,5953,2025-01-01 00:00:00,2025-12-31 23:59:59,1320,678,59,2025-06-06 01:20:06,2025-06-06 01:20:06
529,Coupon00529,9215,2025-01-01 00:00:00,2025-12-31 23:59:59,4924,708,27,2025-06-06 01:20:06,2025-06-06 01:20:06
530,Coupon00530,7659,2025-01-01 00:00:00,2025-12-31 23:59:59,9088,109,63,2025-06-06 01:20:06,2025-06-06 01:20:06
531,Coupon00531,4528,2025-01-01 00:00:00,2025-12-31 23:59:59,2514,1582,37,2025-06-06 01:20:06,2025-06-06 01:20:06
532,Coupon00532,3407,2025-01-01 00:00:00,2025-12-31 23:59:59,1103,873,80,2025-06-06 01:20:06,2025-06-06 01:20:06
533,Coupon00533,6718,2025-01-01 00:00:00,2025-12-31 23:59:59,5330,5295,9,2025-06-06 01:20:06,2025-06-06 01:20:06
534,Coupon00534,1916,2025-01-01 00:00:00,2025-12-31 23:59:59,1300,169,51,2025-06-06 01:20:06,2025-06-06 01:20:06
535,Coupon00535,9583,2025-01-01 00:00:00,2025-12-31 23:59:59,4465,2481,63,2025-06-06 01:20:06,2025-06-06 01:20:06
536,Coupon00536,2825,2025-01-01 00:00:00,2025-12-31 23:59:59,8710,4365,8,2025-06-06 01:20:06,2025-06-06 01:20:06
537,Coupon00537,5223,2025-01-01 00:00:00,2025-12-31 23:59:59,9854,3276,78,2025-06-06 01:20:06,2025-06-06 01:20:06
538,Coupon00538,2681,2025-01-01 00:00:00,2025-12-31 23:59:59,5332,4387,58,2025-06-06 01:20:06,2025-06-06 01:20:06
539,Coupon00539,2228,2025-01-01 00:00:00,2025-12-31 23:59:59,4242,3388,59,2025-06-06 01:20:06,2025-06-06 01:20:06
540,Coupon00540,7972,2025-01-01 00:00:00,2025-12-31 23:59:59,4798,1684,20,2025-06-06 01:20:06,2025-06-06 01:20:06
541,Coupon00541,4849,2025-01-01 00:00:00,2025-12-31 23:59:59,8598,5972,7,2025-06-06 01:20:06,2025-06-06 01:20:06
542,Coupon00542,6428,2025-01-01 00:00:00,2025-12-31 23:59:59,8862,3265,61,2025-06-06 01:20:06,2025-06-06 01:20:06
543,Coupon00543,5715,2025-01-01 00:00:00,2025-12-31 23:59:59,2028,50,58,2025-06-06 01:20:06,2025-06-06 01:20:06
544,Coupon00544,8160,2025-01-01 00:00:00,2025-12-31 23:59:59,3846,1956,30,2025-06-06 01:20:06,2025-06-06 01:20:06
545,Coupon00545,3382,2025-01-01 00:00:00,2025-12-31 23:59:59,7933,7391,90,2025-06-06 01:20:06,2025-06-06 01:20:06
546,Coupon00546,1182,2025-01-01 00:00:00,2025-12-31 23:59:59,5027,4672,18,2025-06-06 01:20:06,2025-06-06 01:20:06
547,Coupon00547,3294,2025-01-01 00:00:00,2025-12-31 23:59:59,6724,390,22,2025-06-06 01:20:06,2025-06-06 01:20:06
548,Coupon00548,3161,2025-01-01 00:00:00,2025-12-31 23:59:59,2169,1925,80,2025-06-06 01:20:06,2025-06-06 01:20:06
549,Coupon00549,7391,2025-01-01 00:00:00,2025-12-31 23:59:59,3052,280,47,2025-06-06 01:20:06,2025-06-06 01:20:06
550,Coupon00550,1517,2025-01-01 00:00:00,2025-12-31 23:59:59,5456,2951,71,2025-06-06 01:20:06,2025-06-06 01:20:06
551,Coupon00551,2380,2025-01-01 00:00:00,2025-12-31 23:59:59,3251,204,18,2025-06-06 01:20:06,2025-06-06 01:20:06
552,Coupon00552,3858,2025-01-01 00:00:00,2025-12-31 23:59:59,8492,4974,74,2025-06-06 01:20:06,2025-06-06 01:20:06
553,Coupon00553,3584,2025-01-01 00:00:00,2025-12-31 23:59:59,8905,195,18,2025-06-06 01:20:06,2025-06-06 01:20:06
554,Coupon00554,3438,2025-01-01 00:00:00,2025-12-31 23:59:59,8184,2127,37,2025-06-06 01:20:06,2025-06-06 01:20:06
555,Coupon00555,6175,2025-01-01 00:00:00,2025-12-31 23:59:59,8561,7877,57,2025-06-06 01:20:06,2025-06-06 01:20:06
556,Coupon00556,3726,2025-01-01 00:00:00,2025-12-31 23:59:59,7904,231,13,2025-06-06 01:20:06,2025-06-06 01:20:06
557,Coupon00557,4687,2025-01-01 00:00:00,2025-12-31 23:59:59,9356,6055,44,2025-06-06 01:20:06,2025-06-06 01:20:06
558,Coupon00558,2350,2025-01-01 00:00:00,2025-12-31 23:59:59,3843,2930,58,2025-06-06 01:20:06,2025-06-06 01:20:06
559,Coupon00559,6255,2025-01-01 00:00:00,2025-12-31 23:59:59,3260,1584,64,2025-06-06 01:20:06,2025-06-06 01:20:06
560,Coupon00560,3805,2025-01-01 00:00:00,2025-12-31 23:59:59,3254,575,84,2025-06-06 01:20:06,2025-06-06 01:20:06
561,Coupon00561,4097,2025-01-01 00:00:00,2025-12-31 23:59:59,5149,4399,33,2025-06-06 01:20:06,2025-06-06 01:20:06
562,Coupon00562,9717,2025-01-01 00:00:00,2025-12-31 23:59:59,9721,8801,16,2025-06-06 01:20:06,2025-06-06 01:20:06
563,Coupon00563,6114,2025-01-01 00:00:00,2025-12-31 23:59:59,4837,4235,11,2025-06-06 01:20:06,2025-06-06 01:20:06
564,Coupon00564,3274,2025-01-01 00:00:00,2025-12-31 23:59:59,9279,5974,52,2025-06-06 01:20:06,2025-06-06 01:20:06
565,Coupon00565,1882,2025-01-01 00:00:00,2025-12-31 23:59:59,1425,1291,25,2025-06-06 01:20:06,2025-06-06 01:20:06
566,Coupon00566,2405,2025-01-01 00:00:00,2025-12-31 23:59:59,3678,423,44,2025-06-06 01:20:06,2025-06-06 01:20:06
567,Coupon00567,2369,2025-01-01 00:00:00,2025-12-31 23:59:59,2413,1923,72,2025-06-06 01:20:06,2025-06-06 01:20:06
568,Coupon00568,1266,2025-01-01 00:00:00,2025-12-31 23:59:59,9501,1459,83,2025-06-06 01:20:06,2025-06-06 01:20:06
569,Coupon00569,1655,2025-01-01 00:00:00,2025-12-31 23:59:59,7848,7573,66,2025-06-06 01:20:06,2025-06-06 01:20:06
570,Coupon00570,7224,2025-01-01 00:00:00,2025-12-31 23:59:59,1386,1255,19,2025-06-06 01:20:06,2025-06-06 01:20:06
571,Coupon00571,8394,2025-01-01 00:00:00,2025-12-31 23:59:59,5022,1200,55,2025-06-06 01:20:06,2025-06-06 01:20:06
572,Coupon00572,3085,2025-01-01 00:00:00,2025-12-31 23:59:59,4014,3171,26,2025-06-06 01:20:06,2025-06-06 01:20:06
573,Coupon00573,9312,2025-01-01 00:00:00,2025-12-31 23:59:59,3433,1408,44,2025-06-06 01:20:06,2025-06-06 01:20:06
574,Coupon00574,7714,2025-01-01 00:00:00,2025-12-31 23:59:59,7347,128,70,2025-06-06 01:20:06,2025-06-06 01:20:06
575,Coupon00575,1493,2025-01-01 00:00:00,2025-12-31 23:59:59,3787,2583,56,2025-06-06 01:20:06,2025-06-06 01:20:06
576,Coupon00576,5997,2025-01-01 00:00:00,2025-12-31 23:59:59,6981,4121,88,2025-06-06 01:20:06,2025-06-06 01:20:06
577,Coupon00577,7864,2025-01-01 00:00:00,2025-12-31 23:59:59,4768,1900,52,2025-06-06 01:20:06,2025-06-06 01:20:06
578,Coupon00578,9929,2025-01-01 00:00:00,2025-12-31 23:59:59,2695,533,33,2025-06-06 01:20:06,2025-06-06 01:20:06
579,Coupon00579,5457,2025-01-01 00:00:00,2025-12-31 23:59:59,2201,112,20,2025-06-06 01:20:06,2025-06-06 01:20:06
580,Coupon00580,3492,2025-01-01 00:00:00,2025-12-31 23:59:59,4912,4475,61,2025-06-06 01:20:06,2025-06-06 01:20:06
581,Coupon00581,3691,2025-01-01 00:00:00,2025-12-31 23:59:59,9629,298,68,2025-06-06 01:20:06,2025-06-06 01:20:06
582,Coupon00582,5413,2025-01-01 00:00:00,2025-12-31 23:59:59,2359,1925,53,2025-06-06 01:20:06,2025-06-06 01:20:06
583,Coupon00583,9581,2025-01-01 00:00:00,2025-12-31 23:59:59,9702,227,36,2025-06-06 01:20:06,2025-06-06 01:20:06
584,Coupon00584,2930,2025-01-01 00:00:00,2025-12-31 23:59:59,2578,1885,49,2025-06-06 01:20:06,2025-06-06 01:20:06
585,Coupon00585,5436,2025-01-01 00:00:00,2025-12-31 23:59:59,5748,5108,25,2025-06-06 01:20:06,2025-06-06 01:20:06
586,Coupon00586,9234,2025-01-01 00:00:00,2025-12-31 23:59:59,3872,216,54,2025-06-06 01:20:06,2025-06-06 01:20:06
587,Coupon00587,2799,2025-01-01 00:00:00,2025-12-31 23:59:59,8622,335,52,2025-06-06 01:20:06,2025-06-06 01:20:06
588,Coupon00588,7784,2025-01-01 00:00:00,2025-12-31 23:59:59,6096,4145,7,2025-06-06 01:20:06,2025-06-06 01:20:06
589,Coupon00589,1871,2025-01-01 00:00:00,2025-12-31 23:59:59,6439,5783,33,2025-06-06 01:20:06,2025-06-06 01:20:06
590,Coupon00590,1622,2025-01-01 00:00:00,2025-12-31 23:59:59,7913,2380,19,2025-06-06 01:20:06,2025-06-06 01:20:06
591,Coupon00591,3466,2025-01-01 00:00:00,2025-12-31 23:59:59,9867,3632,35,2025-06-06 01:20:06,2025-06-06 01:20:06
592,Coupon00592,6952,2025-01-01 00:00:00,2025-12-31 23:59:59,9530,211,82,2025-06-06 01:20:06,2025-06-06 01:20:06
593,Coupon00593,8806,2025-01-01 00:00:00,2025-12-31 23:59:59,5841,1601,52,2025-06-06 01:20:06,2025-06-06 01:20:06
594,Coupon00594,1557,2025-01-01 00:00:00,2025-12-31 23:59:59,8489,1039,24,2025-06-06 01:20:06,2025-06-06 01:20:06
595,Coupon00595,8425,2025-01-01 00:00:00,2025-12-31 23:59:59,8625,6458,7,2025-06-06 01:20:06,2025-06-06 01:20:06
596,Coupon00596,2290,2025-01-01 00:00:00,2025-12-31 23:59:59,4216,1305,84,2025-06-06 01:20:06,2025-06-06 01:20:06
597,Coupon00597,7849,2025-01-01 00:00:00,2025-12-31 23:59:59,6335,3646,82,2025-06-06 01:20:06,2025-06-06 01:20:06
598,Coupon00598,8565,2025-01-01 00:00:00,2025-12-31 23:59:59,2277,1162,68,2025-06-06 01:20:06,2025-06-06 01:20:06
599,Coupon00599,8022,2025-01-01 00:00:00,2025-12-31 23:59:59,1743,537,23,2025-06-06 01:20:06,2025-06-06 01:20:06
600,Coupon00600,2758,2025-01-01 00:00:00,2025-12-31 23:59:59,7659,7244,38,2025-06-06 01:20:06,2025-06-06 01:20:06
601,Coupon00601,4013,2025-01-01 00:00:00,2025-12-31 23:59:59,4313,440,14,2025-06-06 01:20:06,2025-06-06 01:20:06
602,Coupon00602,3248,2025-01-01 00:00:00,2025-12-31 23:59:59,4476,4105,34,2025-06-06 01:20:06,2025-06-06 01:20:06
603,Coupon00603,4163,2025-01-01 00:00:00,2025-12-31 23:59:59,9232,2831,8,2025-06-06 01:20:06,2025-06-06 01:20:06
604,Coupon00604,1450,2025-01-01 00:00:00,2025-12-31 23:59:59,1312,974,19,2025-06-06 01:20:06,2025-06-06 01:20:06
605,Coupon00605,5663,2025-01-01 00:00:00,2025-12-31 23:59:59,3277,1819,48,2025-06-06 01:20:06,2025-06-06 01:20:06
606,Coupon00606,1909,2025-01-01 00:00:00,2025-12-31 23:59:59,3206,1474,27,2025-06-06 01:20:06,2025-06-06 01:20:06
607,Coupon00607,6079,2025-01-01 00:00:00,2025-12-31 23:59:59,9037,8217,18,2025-06-06 01:20:06,2025-06-06 01:20:06
608,Coupon00608,6448,2025-01-01 00:00:00,2025-12-31 23:59:59,6033,2836,29,2025-06-06 01:20:06,2025-06-06 01:20:06
609,Coupon00609,2016,2025-01-01 00:00:00,2025-12-31 23:59:59,4759,749,13,2025-06-06 01:20:06,2025-06-06 01:20:06
610,Coupon00610,6887,2025-01-01 00:00:00,2025-12-31 23:59:59,6694,3185,37,2025-06-06 01:20:06,2025-06-06 01:20:06
611,Coupon00611,2408,2025-01-01 00:00:00,2025-12-31 23:59:59,7341,7336,50,2025-06-06 01:20:06,2025-06-06 01:20:06
612,Coupon00612,4280,2025-01-01 00:00:00,2025-12-31 23:59:59,8422,3596,87,2025-06-06 01:20:06,2025-06-06 01:20:06
613,Coupon00613,9887,2025-01-01 00:00:00,2025-12-31 23:59:59,4115,2653,47,2025-06-06 01:20:06,2025-06-06 01:20:06
614,Coupon00614,2756,2025-01-01 00:00:00,2025-12-31 23:59:59,7719,4692,68,2025-06-06 01:20:06,2025-06-06 01:20:06
615,Coupon00615,7887,2025-01-01 00:00:00,2025-12-31 23:59:59,8954,332,79,2025-06-06 01:20:06,2025-06-06 01:20:06
616,Coupon00616,6707,2025-01-01 00:00:00,2025-12-31 23:59:59,1076,777,43,2025-06-06 01:20:06,2025-06-06 01:20:06
617,Coupon00617,4916,2025-01-01 00:00:00,2025-12-31 23:59:59,8378,4300,10,2025-06-06 01:20:06,2025-06-06 01:20:06
618,Coupon00618,2942,2025-01-01 00:00:00,2025-12-31 23:59:59,1622,1174,47,2025-06-06 01:20:06,2025-06-06 01:20:06
619,Coupon00619,5202,2025-01-01 00:00:00,2025-12-31 23:59:59,7515,7273,25,2025-06-06 01:20:06,2025-06-06 01:20:06
620,Coupon00620,1426,2025-01-01 00:00:00,2025-12-31 23:59:59,1990,1100,63,2025-06-06 01:20:06,2025-06-06 01:20:06
621,Coupon00621,2792,2025-01-01 00:00:00,2025-12-31 23:59:59,2880,1825,13,2025-06-06 01:20:06,2025-06-06 01:20:06
622,Coupon00622,5817,2025-01-01 00:00:00,2025-12-31 23:59:59,8276,4661,88,2025-06-06 01:20:06,2025-06-06 01:20:06
623,Coupon00623,4033,2025-01-01 00:00:00,2025-12-31 23:59:59,2895,1446,10,2025-06-06 01:20:06,2025-06-06 01:20:06
624,Coupon00624,8817,2025-01-01 00:00:00,2025-12-31 23:59:59,1484,811,72,2025-06-06 01:20:06,2025-06-06 01:20:06
625,Coupon00625,8298,2025-01-01 00:00:00,2025-12-31 23:59:59,1578,1575,81,2025-06-06 01:20:06,2025-06-06 01:20:06
626,Coupon00626,8336,2025-01-01 00:00:00,2025-12-31 23:59:59,5883,3354,90,2025-06-06 01:20:06,2025-06-06 01:20:06
627,Coupon00627,6501,2025-01-01 00:00:00,2025-12-31 23:59:59,5067,4555,87,2025-06-06 01:20:06,2025-06-06 01:20:06
628,Coupon00628,3512,2025-01-01 00:00:00,2025-12-31 23:59:59,6853,584,73,2025-06-06 01:20:06,2025-06-06 01:20:06
629,Coupon00629,4228,2025-01-01 00:00:00,2025-12-31 23:59:59,2270,1561,87,2025-06-06 01:20:06,2025-06-06 01:20:06
630,Coupon00630,8065,2025-01-01 00:00:00,2025-12-31 23:59:59,6327,6070,7,2025-06-06 01:20:06,2025-06-06 01:20:06
631,Coupon00631,1895,2025-01-01 00:00:00,2025-12-31 23:59:59,5713,3399,72,2025-06-06 01:20:06,2025-06-06 01:20:06
632,Coupon00632,2994,2025-01-01 00:00:00,2025-12-31 23:59:59,5874,2642,23,2025-06-06 01:20:06,2025-06-06 01:20:06
633,Coupon00633,5417,2025-01-01 00:00:00,2025-12-31 23:59:59,5182,3560,51,2025-06-06 01:20:06,2025-06-06 01:20:06
634,Coupon00634,3843,2025-01-01 00:00:00,2025-12-31 23:59:59,2002,1117,79,2025-06-06 01:20:06,2025-06-06 01:20:06
635,Coupon00635,5831,2025-01-01 00:00:00,2025-12-31 23:59:59,9849,5713,32,2025-06-06 01:20:06,2025-06-06 01:20:06
636,Coupon00636,9609,2025-01-01 00:00:00,2025-12-31 23:59:59,2438,2329,59,2025-06-06 01:20:06,2025-06-06 01:20:06
637,Coupon00637,6461,2025-01-01 00:00:00,2025-12-31 23:59:59,5269,2643,34,2025-06-06 01:20:06,2025-06-06 01:20:06
638,Coupon00638,5553,2025-01-01 00:00:00,2025-12-31 23:59:59,9503,9263,83,2025-06-06 01:20:06,2025-06-06 01:20:06
639,Coupon00639,7914,2025-01-01 00:00:00,2025-12-31 23:59:59,2283,423,39,2025-06-06 01:20:06,2025-06-06 01:20:06
640,Coupon00640,2826,2025-01-01 00:00:00,2025-12-31 23:59:59,4278,3525,55,2025-06-06 01:20:06,2025-06-06 01:20:06
641,Coupon00641,5293,2025-01-01 00:00:00,2025-12-31 23:59:59,2591,904,49,2025-06-06 01:20:06,2025-06-06 01:20:06
642,Coupon00642,3770,2025-01-01 00:00:00,2025-12-31 23:59:59,6286,5626,8,2025-06-06 01:20:06,2025-06-06 01:20:06
643,Coupon00643,3883,2025-01-01 00:00:00,2025-12-31 23:59:59,3942,3396,54,2025-06-06 01:20:06,2025-06-06 01:20:06
644,Coupon00644,6193,2025-01-01 00:00:00,2025-12-31 23:59:59,5537,995,64,2025-06-06 01:20:06,2025-06-06 01:20:06
645,Coupon00645,7250,2025-01-01 00:00:00,2025-12-31 23:59:59,7671,1411,31,2025-06-06 01:20:06,2025-06-06 01:20:06
646,Coupon00646,7593,2025-01-01 00:00:00,2025-12-31 23:59:59,9917,9324,86,2025-06-06 01:20:06,2025-06-06 01:20:06
647,Coupon00647,3935,2025-01-01 00:00:00,2025-12-31 23:59:59,7112,4499,16,2025-06-06 01:20:06,2025-06-06 01:20:06
648,Coupon00648,4575,2025-01-01 00:00:00,2025-12-31 23:59:59,3506,247,64,2025-06-06 01:20:06,2025-06-06 01:20:06
649,Coupon00649,2306,2025-01-01 00:00:00,2025-12-31 23:59:59,2703,1731,88,2025-06-06 01:20:06,2025-06-06 01:20:06
650,Coupon00650,6317,2025-01-01 00:00:00,2025-12-31 23:59:59,3047,3028,12,2025-06-06 01:20:06,2025-06-06 01:20:06
651,Coupon00651,2037,2025-01-01 00:00:00,2025-12-31 23:59:59,8794,4570,34,2025-06-06 01:20:06,2025-06-06 01:20:06
652,Coupon00652,8282,2025-01-01 00:00:00,2025-12-31 23:59:59,2210,1820,32,2025-06-06 01:20:06,2025-06-06 01:20:06
653,Coupon00653,7933,2025-01-01 00:00:00,2025-12-31 23:59:59,2814,2325,54,2025-06-06 01:20:06,2025-06-06 01:20:06
654,Coupon00654,1971,2025-01-01 00:00:00,2025-12-31 23:59:59,8429,3362,7,2025-06-06 01:20:06,2025-06-06 01:20:06
655,Coupon00655,3934,2025-01-01 00:00:00,2025-12-31 23:59:59,8926,4157,55,2025-06-06 01:20:06,2025-06-06 01:20:06
